,selected columns,mse,sqrt_mse
0,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",366044.8949898045,605.0164419169156
1,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1)",286456.510638598,535.2163213492261
2,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0)",366046.7094921678,605.0179414630345
3,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1)",286456.6363428129,535.2164387823051
4,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0)",362439.26197297766,602.02928664059
5,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1)",285918.29795066454,534.7132857435511
6,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0)",362440.19685785734,602.0300630847743
7,"(0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1)",285918.4276147156,534.7134069898711
8,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0)",352168.35876862373,593.4377463294896
9,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1)",273397.46989084285,522.8742390774696
10,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0)",352169.22030009015,593.43847221097
11,"(0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1)",273397.56153664866,522.8743267140285
12,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0)",348513.84747556865,590.3506140215055
13,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1)",272848.9180651745,522.3494214270506
14,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0)",348514.73220893403,590.3513633497715
15,"(0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1)",272849.01315960044,522.3495124527259
16,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0)",360948.09554481076,600.7895601163611
17,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1)",280690.39738912566,529.802224786878
18,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0)",360949.05054826016,600.7903549061521
19,"(0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1)",280690.62914693984,529.8024435078984
20,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0)",352902.87682353286,594.0562909552704
21,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1)",277829.5944572009,527.0954320208067
22,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0)",352903.9906143645,594.0572284000629
23,"(0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1)",277829.85373121774,527.0956779667405
24,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0)",352908.72351382737,594.0612119250233
25,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1)",274450.59013588633,523.8803204319536
26,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0)",352909.80153602397,594.0621192569208
27,"(0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1)",274450.88690201304,523.8806036703526
28,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0)",350860.7729649362,592.335017506931
29,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1)",273985.7093209392,523.436442484605
30,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0)",350862.29779026366,592.3363046363642
31,"(0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1)",273986.11634157755,523.4368312810798
32,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0)",301727.10085230466,549.2969150216526
33,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1)",281164.1247150729,530.2491157136171
34,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0)",301727.3289783095,549.2971226743406
35,"(0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1)",281163.44913653936,530.2484786744224
36,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0)",300934.0946734115,548.5746026507347
37,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1)",280759.3620240291,529.8673060531562
38,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0)",300934.328191493,548.5748154914633
39,"(0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1)",280758.7002597522,529.8666815905226
40,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0)",287666.28917672264,536.3453077791607
41,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1)",269621.99386342784,519.2513782970901
42,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0)",287666.45846469107,536.3454655953484
43,"(0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1)",269621.2692090268,519.2506805089685
44,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0)",286866.0219704306,535.598750904472
45,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1)",269195.9975758108,518.8410137757141
46,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0)",286866.1964426468,535.598913780309
47,"(0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1)",269195.2874835794,518.8403294690761
48,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0)",296254.19771506684,544.2923825620444
49,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1)",277359.6853573188,526.6494900380317
50,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0)",296254.53432323516,544.2926917782703
51,"(0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1)",277359.0050622501,526.6488441668225
52,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0)",292944.7984589331,541.2437514271486
53,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1)",275334.4579870732,524.723220362005
54,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0)",292945.16043736954,541.2440858220712
55,"(0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1)",275333.8292548517,524.7226212532214
56,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0)",288612.25877736276,537.2264501840567
57,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1)",269297.974403542,518.9392781468194
58,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0)",288612.61573205783,537.2267824039097
59,"(0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1)",269297.13211702916,518.9384665998746
60,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0)",287967.8059982136,536.6263187714646
61,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1)",268977.00723048823,518.6299328331216
62,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0)",287968.25779856124,536.6267397349495
63,"(0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1)",268976.1815018449,518.6291367652274
64,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0)",356904.33018461295,597.4147053635464
65,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1)",283563.90806086664,532.5071906189311
66,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0)",356903.4347279819,597.4139559199986
67,"(0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1)",283563.40863478655,532.5067216803808
68,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0)",354595.3615665007,595.4791025439101
69,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1)",283257.28861178586,532.2192110510348
70,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0)",354594.63406359946,595.4784916884903
71,"(0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1)",283256.8166936087,532.2187677014113
72,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0)",343920.96542985784,586.4477516623778
73,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1)",270936.61828920635,520.5157233832676
74,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0)",343920.0814671101,586.4469980033234
75,"(0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1)",270936.1188600312,520.5152436384848
76,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0)",341514.875601199,584.3927408868107
77,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1)",270607.072489153,520.1990700579472
78,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0)",341514.15997873514,584.3921286077826
79,"(0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1)",270606.60164110933,520.198617492501
80,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0)",351335.5482776096,592.7356478883395
81,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1)",277613.40124403586,526.8903123459719
82,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0)",351334.8812177599,592.7350851921623
83,"(0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1)",277613.08648255235,526.890013648534
84,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0)",345263.02738020197,587.5908673390031
85,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1)",275381.76403291733,524.7682955675937
86,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0)",345262.75858122605,587.5906386092498
87,"(0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1)",275381.547980172,524.7680897121813
88,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0)",345129.96711690293,587.4776311630111
89,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1)",271938.65819118585,521.4773803255381
90,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0)",345129.21199108794,587.4769884779215
91,"(0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1)",271938.32429544715,521.4770601814112
92,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0)",343806.9181716569,586.3505079486645
93,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1)",271625.009303253,521.1765625037767
94,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0)",343806.7287540664,586.3503464261503
95,"(0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1)",271624.7985166847,521.176360281896
96,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0)",301074.6452547538,548.7026929538016
97,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1)",281764.2176356365,530.8146735308252
98,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0)",301074.6779595867,548.7027227557621
99,"(0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1)",281763.575434941,530.8140686106021
100,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0)",300417.081908689,548.1031672127876
101,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1)",281421.7818097046,530.4920186107465
102,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0)",300417.14412852546,548.1032239720229
103,"(0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1)",281421.1790748991,530.4914505200805
104,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0)",287251.3014823474,535.9583019996494
105,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1)",270285.8755510062,519.8902533718114
106,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0)",287251.303606975,535.9583039817323
107,"(0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1)",270285.20591532625,519.8896093550305
108,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0)",286561.8858650131,535.3147540139475
109,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1)",269909.51372192113,519.5281645126865
110,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 0)",286561.91772060026,535.3147837680184
111,"(0, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1)",269908.88616641174,519.5275605455515
112,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0)",295465.9442524291,543.5677917724975
113,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1)",277953.4761088476,527.2129324180578
114,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0)",295466.1118709269,543.5679459560938
115,"(0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1)",277952.7980405708,527.2122893489593
116,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0)",292456.4690282118,540.7924454245009
117,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1)",276012.3922000085,525.3688154049577
118,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0)",292456.7154557849,540.7926732637794
119,"(0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1)",276011.801754973,525.3682534708136
120,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0)",288189.7508105977,536.8330753694278
121,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1)",269933.88025715266,519.5516146227944
122,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0)",288189.9224030131,536.8332351885575
123,"(0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1)",269933.09560060076,519.5508594936599
124,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 0)",287631.9780967763,536.3133208272719
125,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1)",269657.4504366914,519.2855191864023
126,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0)",287632.2790555981,536.3136014083533
127,"(0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1)",269656.70268629526,519.284799205884
128,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0)",366283.9630306239,605.213981192292
129,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1)",286719.32466905355,535.4617863760715
130,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0)",366285.05714930047,605.2148851022258
131,"(0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1)",286719.570062711,535.4620155181047
132,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0)",363070.8917438592,602.553642212757
133,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1)",286255.1221097929,535.0281507638574
134,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0)",363072.5411956829,602.5550109290295
135,"(0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1)",286255.4937522815,535.0284980748983
136,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0)",352492.67456689605,593.7109351922836
137,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1)",273731.48910606175,523.1935484178506
138,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0)",352493.7617020061,593.7118507340123
139,"(0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1)",273731.73463663715,523.1937830638253
140,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0)",349199.73244268255,590.9312417216428
141,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1)",273228.0510466292,522.7122067128614
142,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0)",349201.3659862406,590.9326238973786
143,"(0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1)",273228.425913969,522.7125652918332
144,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0)",360606.68422361097,600.5053573646209
145,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1)",280450.07046393695,529.5753680676028
146,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0)",360607.65585325944,600.506166374051
147,"(0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1)",280450.1848821639,529.5754760958667
148,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0)",353462.3267344363,594.5269772974447
149,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1)",278017.1425223867,527.2733091314093
150,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0)",353463.93756837695,594.5283320148645
151,"(0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1)",278017.4612506919,527.2736113733475
152,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0)",353087.4889330153,594.211653313039
153,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1)",274623.4680757291,524.04529200798
154,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0)",353088.63470707147,594.2126174250018
155,"(0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1)",274623.78223566455,524.0455917529166
156,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0)",351189.17138543533,592.6121593297216
157,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1)",274221.2921256848,523.6614289077293
158,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0)",351191.1312046401,592.6138128702706
159,"(0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1)",274221.83409784856,523.6619463908453
160,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0)",302289.82311368024,549.8088969029877
161,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1)",281108.5244436556,530.1966846781066
162,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0)",302290.4312001119,549.8094499007015
163,"(0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1)",281107.30783535785,530.1955373589614
164,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0)",301466.94716831576,549.0600578883113
165,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1)",280828.89875350497,529.9329191072253
166,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0)",301467.6737582584,549.0607195550036
167,"(0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1)",280827.76995777444,529.9318540697233
168,"(0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0)",288262.17222080973,536.9005235803088
169,"(0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1)",269576.99139873736,519.2080425019795
170,"(0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0)",288262.7191761879,536.9010329438638
171,"(0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1)",269575.7301848163,519.2068279451034
172,"(0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0)",287406.1955566794,536.1027845074855
173,"(0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1)",269260.9989576122,518.9036509387963
174,"(0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 0)",287406.8600670654,536.1034042673721
175,"(0, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1)",269259.8343681224,518.902528774068
176,"(0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0)",296468.01375586615,544.4887636635546
177,"(0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1)",276601.0472794114,525.9287473407509
178,"(0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0)",296468.4864717818,544.4891977549066
179,"(0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1)",276599.6578273888,525.9274263882696
180,"(0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0)",293466.2403855047,541.7252443679404
181,"(0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1)",275024.41623023344,524.4277035304614
182,"(0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0)",293466.88948988763,541.725843476096
183,"(0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1)",275023.2159573443,524.4265591647169
184,"(0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0)",288941.9160049814,537.5331766551543
185,"(0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1)",269537.7400091532,519.1702418370618
186,"(0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0)",288942.52743445674,537.5337453913538
187,"(0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1)",269536.5075725635,519.169054906553
188,"(0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0)",288316.9312992951,536.9515167119794
189,"(0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1)",269220.77769790567,518.8648934914614
190,"(0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 0)",288317.7442999502,536.9522737636468
191,"(0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1)",269219.5771592019,518.8637366006627
192,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0)",357126.60976282053,597.6007109791792
193,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1)",283706.53625903087,532.641095165432
194,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0)",357127.2644231656,597.6012587195291
195,"(0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1)",283706.50165499456,532.6410626819853
196,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0)",354042.8387944781,595.0149903947615
197,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1)",283296.2397199194,532.2558028992445
198,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0)",354044.0540183393,595.01601156468
199,"(0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1)",283296.32225292095,532.2558804305697
200,"(0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0)",344375.74889480014,586.8353677947506
201,"(0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1)",271147.9383268892,520.7186748397729
202,"(0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0)",344376.4188468218,586.8359386121659
203,"(0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1)",271147.92716141924,520.7186641185615
204,"(0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0)",341199.1103732622,584.1225131539292
205,"(0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1)",270695.5332333938,520.2840889681269
206,"(0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0)",341200.33376451314,584.1235603573213
207,"(0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1)",270695.64482813026,520.284196212157
208,"(0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0)",352404.0295725444,593.636277170242
209,"(0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1)",277970.1819180243,527.2287756923215
210,"(0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0)",352404.5561354429,593.6367206764107
211,"(0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1)",277970.0331504992,527.2286346078893
212,"(0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0)",345877.07561218936,588.1131486475961
213,"(0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1)",275764.674887293,525.1330068537808
214,"(0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0)",345878.25678374304,588.1141528510797
215,"(0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1)",275764.73652028193,525.133065536995
216,"(0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0)",344280.7219007861,586.7543965755912
217,"(0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1)",271919.71615956107,521.459218117353
218,"(0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0)",344281.4223500317,586.7549934598185
219,"(0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 1)",271919.7622310195,521.4592622928654
220,"(0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0)",342692.7943420984,585.3996876853441
221,"(0, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1)",271568.9129881116,521.1227427277681
222,"(0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0)",342694.2615771581,585.4009408748487
223,"(0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1)",271569.1559702831,521.1229758610563
224,"(0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0)",301235.36594710697,548.8491285837183
225,"(0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1)",282203.16831174254,531.2279814841671
226,"(0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0)",301235.86619564507,548.849584308529
227,"(0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1)",282201.88991035393,531.2267782316268
228,"(0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0)",300429.2386551899,548.1142569348018
229,"(0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 1)",281940.0574889113,530.9802797552009
230,"(0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0)",300429.85977479024,548.1148235313384
231,"(0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1)",281938.8670201513,530.9791587436848
232,"(0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0)",287504.69827402144,536.1946458833969
233,"(0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1)",270642.48181243474,520.2331033416027
234,"(0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0)",287505.1551257522,536.1950718961824
235,"(0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1)",270641.18054946116,520.2318526863394
236,"(0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 0)",286661.9150668899,535.4081761300343
237,"(0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1)",270342.00745696254,519.9442349492516
238,"(0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0)",286662.4924161551,535.4087152971598
239,"(0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1)",270340.80317886744,519.9430768640616
240,"(0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0)",295663.78917993023,543.7497486711421
241,"(0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1)",277584.62958308903,526.8630083646877
242,"(0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0)",295664.1703401725,543.750099163368
243,"(0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1)",277583.20300484315,526.8616545212254
244,"(0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0)",292745.5276338974,541.0596340828776
245,"(0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1)",276019.7015198273,525.3757717289857
246,"(0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0)",292746.0940657387,541.0601575293996
247,"(0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1)",276018.4701533259,525.3745998364651
248,"(0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0)",288119.8523716406,536.7679688390884
249,"(0, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1)",270667.66534903366,520.2573068675092
250,"(0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0)",288120.36709861975,536.7684483076662
251,"(0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1)",270666.3902368756,520.2560814030679
252,"(0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0)",287526.85257154965,536.2153043056023
253,"(0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1)",270361.2363074707,519.962725882799
254,"(0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0)",287527.5655511282,536.2159691310286
255,"(0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1)",270359.99347137363,519.9615307610493
256,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0)",319116.1348040442,564.9036509034477
257,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1)",194778.8637315503,441.33758477105744
258,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0)",319117.32712053874,564.9047062297665
259,"(0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1)",194779.4487363078,441.33824753391565
260,"(0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0)",314024.0785785285,560.3785136660117
261,"(0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1)",194174.3794213819,440.6522204884277
262,"(0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0)",314025.3039736977,560.3796070287513
263,"(0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1)",194174.96714347802,440.652887365416
