Date,Hour,Toronto,HOEP
2005-12-13,14,7140,58.08
2005-12-13,15,7082,59.18
2005-12-13,16,7124,48.45
2005-12-13,17,7397,57.93
2005-12-13,18,7868,145.51
2005-12-13,19,7880,150.02
2005-12-13,20,7704,151.27
2005-12-13,21,7525,147.71
2005-12-13,22,7272,154.57
2005-12-13,23,6794,173.56
2005-12-13,24,6187,101.14
2005-12-14,1,5742,142.49
2005-12-14,2,5534,196.47
2005-12-14,3,5425,165.73
2005-12-14,4,5381,149.25
2005-12-14,5,5389,126.07
2005-12-14,6,5572,88.69
2005-12-14,7,6134,121.56
2005-12-14,8,6825,369.24
2005-12-14,9,7090,156.82
2005-12-14,10,7251,130.2
2005-12-14,11,7334,173.99
2005-12-14,12,7338,145.63
2005-12-14,13,7278,130.45
2005-12-14,14,7299,180.89
2005-12-14,15,7273,175.73
2005-12-14,16,7304,60.43
2005-12-14,17,7527,93.62
2005-12-14,18,7954,193.37
2005-12-14,19,7935,188.2
2005-12-14,20,7792,184.87
2005-12-14,21,7587,167.72
2005-12-14,22,7352,160.75
2005-12-14,23,6890,170.42
2005-12-14,24,6245,120.08
2005-12-15,1,5747,157.81
2005-12-15,2,5493,165.88
2005-12-15,3,5366,142.52
2005-12-15,4,5289,133.0
2005-12-15,5,5309,138.27
2005-12-15,6,5463,49.22
2005-12-15,7,6037,73.17
2005-12-15,8,6742,125.19
2005-12-15,9,7021,135.82
2005-12-15,10,7137,161.67
2005-12-15,11,7235,170.06
2005-12-15,12,7292,178.89
2005-12-15,13,7236,160.91
2005-12-15,14,7310,159.71
2005-12-15,15,7280,144.64
2005-12-15,16,7355,145.43
2005-12-15,17,7564,162.93
2005-12-15,18,7870,190.84
2005-12-15,19,7836,185.98
2005-12-15,20,7652,173.49
2005-12-15,21,7467,162.85
2005-12-15,22,7197,147.63
2005-12-15,23,6658,104.78
2005-12-15,24,6029,71.73
2005-12-16,1,5605,84.3
2005-12-16,2,5309,66.36
2005-12-16,3,5144,57.53
2005-12-16,4,5093,56.95
2005-12-16,5,5156,55.47
2005-12-16,6,5285,57.55
2005-12-16,7,5791,63.45
2005-12-16,8,6508,51.06
2005-12-16,9,6784,89.94
2005-12-16,10,6863,100.15
2005-12-16,11,6930,144.29
2005-12-16,12,6989,120.18
2005-12-16,13,6932,141.64
2005-12-16,14,6900,130.59
2005-12-16,15,6834,159.81
2005-12-16,16,6849,141.7
2005-12-16,17,7108,155.01
2005-12-16,18,7495,182.15
2005-12-16,19,7453,175.12
2005-12-16,20,7242,176.29
2005-12-16,21,7092,167.53
2005-12-16,22,6800,112.24
2005-12-16,23,6406,128.29
2005-12-16,24,5941,117.34
2005-12-17,1,5477,129.55
2005-12-17,2,5200,121.93
2005-12-17,3,5011,130.0
2005-12-17,4,4904,115.69
2005-12-17,5,4858,97.51
2005-12-17,6,4935,63.15
2005-12-17,7,5138,50.22
2005-12-17,8,5507,50.29
2005-12-17,9,5770,94.02
2005-12-17,10,5922,151.95
2005-12-17,11,6063,164.58
2005-12-17,12,6143,120.64
2005-12-17,13,6219,114.46
2005-12-17,14,6118,71.8
2005-12-17,15,6017,50.46
2005-12-17,16,5997,102.72
2005-12-17,17,6175,103.67
2005-12-17,18,6742,128.18
2005-12-17,19,6733,138.09
2005-12-17,20,6580,128.3
2005-12-17,21,6411,132.84
2005-12-17,22,6237,96.2
2005-12-17,23,5958,145.8
2005-12-17,24,5566,100.69
2005-12-18,1,5233,105.15
2005-12-18,2,4991,59.75
2005-12-18,3,4813,54.42
2005-12-18,4,4712,69.38
2005-12-18,5,4671,57.01
2005-12-18,6,4706,60.43
2005-12-18,7,4831,55.6
2005-12-18,8,5044,47.26
2005-12-18,9,5305,50.27
2005-12-18,10,5657,64.67
2005-12-18,11,5861,66.42
2005-12-18,12,5942,115.03
2005-12-18,13,5949,86.1
2005-12-18,14,5950,82.1
2005-12-18,15,5915,56.99
2005-12-18,16,5977,46.26
2005-12-18,17,6227,61.94
2005-12-18,18,6759,100.46
2005-12-18,19,6811,149.22
2005-12-18,20,6717,175.16
2005-12-18,21,6619,145.36
2005-12-18,22,6447,143.81
2005-12-18,23,6124,136.79
2005-12-18,24,5723,76.22
2005-12-19,1,5339,65.94
2005-12-19,2,5142,56.61
2005-12-19,3,5044,54.71
2005-12-19,4,5007,52.67
2005-12-19,5,5059,55.96
2005-12-19,6,5280,50.81
2005-12-19,7,5841,75.93
2005-12-19,8,6603,123.18
2005-12-19,9,6886,187.95
2005-12-19,10,6995,72.86
2005-12-19,11,7066,56.79
2005-12-19,12,7085,91.34
2005-12-19,13,7031,80.7
2005-12-19,14,7007,120.19
2005-12-19,15,6987,123.01
2005-12-19,16,7067,74.4
2005-12-19,17,7275,115.19
2005-12-19,18,7754,153.94
2005-12-19,19,7777,162.49
2005-12-19,20,7665,153.79
2005-12-19,21,7484,151.13
2005-12-19,22,7203,131.98
2005-12-19,23,6736,87.15
2005-12-19,24,6133,63.34
2005-12-20,1,5717,74.62
2005-12-20,2,5475,96.45
2005-12-20,3,5304,63.97
2005-12-20,4,5226,48.22
2005-12-20,5,5262,54.18
2005-12-20,6,5501,50.81
2005-12-20,7,6044,77.04
2005-12-20,8,6771,128.68
2005-12-20,9,7074,119.4
2005-12-20,10,7213,129.83
2005-12-20,11,7297,144.0
2005-12-20,12,7299,124.03
2005-12-20,13,7382,66.72
2005-12-20,14,7352,61.92
2005-12-20,15,7269,66.21
2005-12-20,16,7211,56.44
2005-12-20,17,7394,98.32
2005-12-20,18,7762,163.61
2005-12-20,19,7770,163.72
2005-12-20,20,7600,156.6
2005-12-20,21,7470,152.44
2005-12-20,22,7203,137.59
2005-12-20,23,6726,64.57
2005-12-20,24,6138,60.24
2005-12-21,1,5694,79.06
2005-12-21,2,5456,64.14
2005-12-21,3,5313,111.37
2005-12-21,4,5281,60.02
2005-12-21,5,5277,67.21
2005-12-21,6,5477,63.97
2005-12-21,7,5979,96.57
2005-12-21,8,6738,135.18
2005-12-21,9,6985,140.64
2005-12-21,10,7108,125.85
2005-12-21,11,7205,119.4
2005-12-21,12,7210,125.18
2005-12-21,13,7114,65.12
2005-12-21,14,7048,57.65
2005-12-21,15,7041,59.93
2005-12-21,16,7059,56.77
2005-12-21,17,7249,74.02
2005-12-21,18,7695,148.23
2005-12-21,19,7666,172.59
2005-12-21,20,7499,162.77
2005-12-21,21,7346,156.88
2005-12-21,22,7088,132.88
2005-12-21,23,6613,84.11
2005-12-21,24,6007,88.33
2005-12-22,1,5551,109.04
2005-12-22,2,5310,100.5
2005-12-22,3,5151,107.03
2005-12-22,4,5079,90.52
2005-12-22,5,5094,101.83
2005-12-22,6,5294,114.36
2005-12-22,7,5820,58.86
2005-12-22,8,6576,71.01
2005-12-22,9,6827,61.52
2005-12-22,10,7001,175.84
2005-12-22,11,7050,104.74
2005-12-22,12,7115,123.29
2005-12-22,13,7064,111.44
2005-12-22,14,7010,60.44
2005-12-22,15,6968,60.22
2005-12-22,16,6968,55.9
2005-12-22,17,7175,62.5
2005-12-22,18,7524,119.16
2005-12-22,19,7504,155.82
2005-12-22,20,7300,109.08
2005-12-22,21,7119,83.6
2005-12-22,22,6840,91.93
2005-12-22,23,6395,66.31
2005-12-22,24,5815,96.58
2005-12-23,1,5335,70.41
2005-12-23,2,5039,52.84
2005-12-23,3,4901,47.87
2005-12-23,4,4818,46.38
2005-12-23,5,4768,47.19
2005-12-23,6,4964,47.08
2005-12-23,7,5419,52.37
2005-12-23,8,6083,69.51
2005-12-23,9,6392,139.24
2005-12-23,10,6582,178.65
2005-12-23,11,6684,122.04
2005-12-23,12,6651,152.93
2005-12-23,13,6599,65.52
2005-12-23,14,6514,57.37
2005-12-23,15,6375,49.19
2005-12-23,16,6308,48.94
2005-12-23,17,6519,57.04
2005-12-23,18,6873,83.37
2005-12-23,19,6821,91.69
2005-12-23,20,6663,64.92
2005-12-23,21,6456,63.37
2005-12-23,22,6230,54.55
2005-12-23,23,5834,55.63
2005-12-23,24,5356,50.53
2005-12-24,1,4922,47.14
2005-12-24,2,4621,45.17
2005-12-24,3,4446,42.2
2005-12-24,4,4335,35.45
2005-12-24,5,4287,33.44
2005-12-24,6,4303,35.37
2005-12-24,7,4414,31.22
2005-12-24,8,4638,31.72
2005-12-24,9,4880,42.02
2005-12-24,10,5179,44.22
2005-12-24,11,5361,44.87
2005-12-24,12,5436,44.93
2005-12-24,13,5460,43.78
2005-12-24,14,5418,41.48
2005-12-24,15,5401,35.98
2005-12-24,16,5428,42.7
2005-12-24,17,5672,43.94
2005-12-24,18,5970,46.83
2005-12-24,19,5856,45.16
2005-12-24,20,5646,44.45
2005-12-24,21,5450,43.53
2005-12-24,22,5309,45.28
2005-12-24,23,5144,44.18
2005-12-24,24,4886,36.23
2005-12-25,1,4610,42.76
2005-12-25,2,4376,31.73
2005-12-25,3,4161,30.61
2005-12-25,4,4045,28.81
2005-12-25,5,3993,32.07
2005-12-25,6,4015,29.06
2005-12-25,7,4108,33.39
2005-12-25,8,4282,45.53
2005-12-25,9,4544,46.75
2005-12-25,10,4843,42.03
2005-12-25,11,4992,37.06
2005-12-25,12,5076,34.24
2005-12-25,13,5137,37.93
2005-12-25,14,5115,36.9
2005-12-25,15,5083,36.46
2005-12-25,16,5089,32.01
2005-12-25,17,5256,39.26
2005-12-25,18,5513,44.35
2005-12-25,19,5417,32.02
2005-12-25,20,5346,34.66
2005-12-25,21,5307,34.67
2005-12-25,22,5263,34.63
2005-12-25,23,5140,37.85
2005-12-25,24,4886,33.88
2005-12-26,1,4593,32.24
2005-12-26,2,4370,23.03
2005-12-26,3,4191,32.3
2005-12-26,4,4108,33.38
2005-12-26,5,4091,32.51
2005-12-26,6,4154,33.7
2005-12-26,7,4316,33.71
2005-12-26,8,4496,36.96
2005-12-26,9,4648,31.72
2005-12-26,10,4920,32.58
2005-12-26,11,5137,34.9
2005-12-26,12,5283,31.08
2005-12-26,13,5308,33.35
2005-12-26,14,5243,32.04
2005-12-26,15,5229,32.37
2005-12-26,16,5282,31.94
2005-12-26,17,5515,30.3
2005-12-26,18,5909,46.03
2005-12-26,19,5930,46.48
2005-12-26,20,5802,46.08
2005-12-26,21,5688,46.04
2005-12-26,22,5538,46.26
2005-12-26,23,5289,38.22
2005-12-26,24,4934,36.18
2005-12-27,1,4624,38.39
2005-12-27,2,4423,33.79
2005-12-27,3,4290,32.96
2005-12-27,4,4226,34.9
2005-12-27,5,4215,37.83
2005-12-27,6,4297,44.27
2005-12-27,7,4499,40.18
2005-12-27,8,4765,30.76
2005-12-27,9,4960,34.72
2005-12-27,10,5250,46.4
2005-12-27,11,5492,44.35
2005-12-27,12,5679,44.06
2005-12-27,13,5722,43.72
2005-12-27,14,5698,43.17
2005-12-27,15,5617,36.81
2005-12-27,16,5632,39.02
2005-12-27,17,5848,43.74
2005-12-27,18,6283,69.33
2005-12-27,19,6301,74.21
2005-12-27,20,6169,72.67
2005-12-27,21,6017,65.62
2005-12-27,22,5812,48.58
2005-12-27,23,5481,47.82
2005-12-27,24,5084,48.35
2005-12-28,1,4747,45.55
2005-12-28,2,4513,43.8
2005-12-28,3,4382,43.29
2005-12-28,4,4319,43.0
2005-12-28,5,4321,37.91
2005-12-28,6,4453,40.4
2005-12-28,7,4780,39.21
2005-12-28,8,5246,36.81
2005-12-28,9,5560,34.95
2005-12-28,10,5823,36.18
2005-12-28,11,6045,43.53
2005-12-28,12,6174,48.94
2005-12-28,13,6229,49.89
2005-12-28,14,6246,52.03
2005-12-28,15,6234,46.99
2005-12-28,16,6234,47.99
2005-12-28,17,6402,69.98
2005-12-28,18,6696,51.14
2005-12-28,19,6677,48.22
2005-12-28,20,6505,49.71
2005-12-28,21,6312,48.7
2005-12-28,22,6019,48.2
2005-12-28,23,5654,45.21
2005-12-28,24,5207,44.49
2005-12-29,1,4831,41.97
2005-12-29,2,4568,34.26
2005-12-29,3,4423,31.11
2005-12-29,4,4330,27.77
2005-12-29,5,4344,15.72
2005-12-29,6,4472,13.53
2005-12-29,7,4800,29.3
2005-12-29,8,5245,41.52
2005-12-29,9,5565,44.26
2005-12-29,10,5884,44.72
2005-12-29,11,6098,45.11
2005-12-29,12,6198,45.51
2005-12-29,13,6273,43.51
2005-12-29,14,6308,43.78
2005-12-29,15,6271,37.59
2005-12-29,16,6238,40.17
2005-12-29,17,6405,43.77
2005-12-29,18,6695,49.53
2005-12-29,19,6678,50.55
2005-12-29,20,6469,47.36
2005-12-29,21,6309,46.4
2005-12-29,22,6075,45.99
2005-12-29,23,5723,39.17
2005-12-29,24,5280,39.41
2005-12-30,1,4913,38.83
2005-12-30,2,4667,33.12
2005-12-30,3,4519,33.79
2005-12-30,4,4450,32.32
2005-12-30,5,4439,35.74
2005-12-30,6,4578,29.67
2005-12-30,7,4881,36.41
2005-12-30,8,5279,42.81
2005-12-30,9,5525,45.01
2005-12-30,10,5751,48.86
2005-12-30,11,5934,49.62
2005-12-30,12,6050,49.68
2005-12-30,13,6019,46.46
2005-12-30,14,5921,44.58
2005-12-30,15,5834,38.03
2005-12-30,16,5806,37.43
2005-12-30,17,5978,44.33
2005-12-30,18,6505,62.47
2005-12-30,19,6544,74.15
2005-12-30,20,6406,50.85
2005-12-30,21,6221,47.23
2005-12-30,22,6005,44.68
2005-12-30,23,5702,44.81
2005-12-30,24,5311,41.52
2005-12-31,1,4945,42.15
2005-12-31,2,4711,42.14
2005-12-31,3,4555,37.94
2005-12-31,4,4475,38.08
2005-12-31,5,4441,49.59
2005-12-31,6,4506,45.82
2005-12-31,7,4641,36.66
2005-12-31,8,4831,31.84
2005-12-31,9,5064,37.5
2005-12-31,10,5390,48.76
2005-12-31,11,5654,49.54
2005-12-31,12,5822,52.17
2005-12-31,13,5883,52.01
2005-12-31,14,5836,49.16
2005-12-31,15,5767,46.42
2005-12-31,16,5737,44.54
2005-12-31,17,5901,45.23
2005-12-31,18,6357,65.21
2005-12-31,19,6340,50.54
2005-12-31,20,6076,46.46
2005-12-31,21,5854,47.68
2005-12-31,22,5669,44.72
2005-12-31,23,5459,38.17
2005-12-31,24,5240,42.64
2006-01-01,1,5009,48.73
2006-01-01,2,4811,49.1
2006-01-01,3,4635,46.7
2006-01-01,4,4482,37.03
2006-01-01,5,4393,33.35
2006-01-01,6,4372,32.84
2006-01-01,7,4413,33.69
2006-01-01,8,4485,29.89
2006-01-01,9,4551,24.92
2006-01-01,10,4738,33.18
2006-01-01,11,4940,38.07
2006-01-01,12,5114,42.49
2006-01-01,13,5203,37.74
2006-01-01,14,5240,33.17
2006-01-01,15,5204,31.24
2006-01-01,16,5218,13.58
2006-01-01,17,5376,24.26
2006-01-01,18,5819,43.61
2006-01-01,19,5834,45.08
2006-01-01,20,5720,42.6
2006-01-01,21,5611,43.07
2006-01-01,22,5466,36.52
2006-01-01,23,5259,39.69
2006-01-01,24,4980,33.16
2006-01-02,1,4692,30.26
2006-01-02,2,4489,30.58
2006-01-02,3,4359,30.43
2006-01-02,4,4283,31.02
2006-01-02,5,4271,30.6
2006-01-02,6,4397,32.26
2006-01-02,7,4643,30.86
2006-01-02,8,5003,37.04
2006-01-02,9,5225,41.4
2006-01-02,10,5535,45.9
2006-01-02,11,5840,44.98
2006-01-02,12,6076,49.08
2006-01-02,13,6182,58.17
2006-01-02,14,6231,61.45
2006-01-02,15,6214,49.39
2006-01-02,16,6231,47.16
2006-01-02,17,6457,57.24
2006-01-02,18,6801,88.45
2006-01-02,19,6774,62.18
2006-01-02,20,6620,62.23
2006-01-02,21,6483,63.53
2006-01-02,22,6238,71.56
2006-01-02,23,5886,59.52
2006-01-02,24,5462,47.17
2006-01-03,1,5134,45.37
2006-01-03,2,4916,44.82
2006-01-03,3,4780,37.37
2006-01-03,4,4693,31.87
2006-01-03,5,4697,32.57
2006-01-03,6,4898,36.08
2006-01-03,7,5337,35.56
2006-01-03,8,5965,47.54
2006-01-03,9,6266,55.58
2006-01-03,10,6492,59.25
2006-01-03,11,6695,55.63
2006-01-03,12,6811,56.07
2006-01-03,13,6803,65.37
2006-01-03,14,6821,58.86
2006-01-03,15,6813,55.7
2006-01-03,16,6843,50.26
2006-01-03,17,7001,47.04
2006-01-03,18,7319,55.73
2006-01-03,19,7266,82.66
2006-01-03,20,7089,56.07
2006-01-03,21,6868,59.41
2006-01-03,22,6553,55.86
2006-01-03,23,6167,56.3
2006-01-03,24,5666,45.18
2006-01-04,1,5275,48.73
2006-01-04,2,5042,44.93
2006-01-04,3,4875,44.26
2006-01-04,4,4792,44.24
2006-01-04,5,4810,45.44
2006-01-04,6,4970,41.48
2006-01-04,7,5405,46.61
2006-01-04,8,6019,51.98
2006-01-04,9,6395,53.43
2006-01-04,10,6615,56.45
2006-01-04,11,6806,56.9
2006-01-04,12,6914,81.03
2006-01-04,13,6968,98.01
2006-01-04,14,6960,64.21
2006-01-04,15,6933,56.77
2006-01-04,16,6969,48.73
2006-01-04,17,7102,56.69
2006-01-04,18,7276,57.98
2006-01-04,19,7226,56.08
2006-01-04,20,6998,56.63
2006-01-04,21,6791,56.21
2006-01-04,22,6476,51.15
2006-01-04,23,6094,48.25
2006-01-04,24,5596,50.08
2006-01-05,1,5213,45.33
2006-01-05,2,4934,42.25
2006-01-05,3,4811,43.59
2006-01-05,4,4733,43.58
2006-01-05,5,4761,38.78
2006-01-05,6,4976,35.39
2006-01-05,7,5460,40.66
2006-01-05,8,6062,47.32
2006-01-05,9,6336,48.2
2006-01-05,10,6563,47.1
2006-01-05,11,6767,48.52
2006-01-05,12,6876,48.77
2006-01-05,13,6881,50.74
2006-01-05,14,6915,98.53
2006-01-05,15,6849,50.78
2006-01-05,16,6892,51.32
2006-01-05,17,7021,53.95
2006-01-05,18,7351,80.07
2006-01-05,19,7301,65.89
2006-01-05,20,7094,59.35
2006-01-05,21,6922,68.05
2006-01-05,22,6597,69.11
2006-01-05,23,6219,52.62
2006-01-05,24,5787,43.64
2006-01-06,1,5400,44.48
2006-01-06,2,5147,44.52
2006-01-06,3,5011,43.43
2006-01-06,4,4946,37.25
2006-01-06,5,4973,38.06
2006-01-06,6,5210,41.2
2006-01-06,7,5664,49.5
2006-01-06,8,6279,56.3
2006-01-06,9,6588,61.55
2006-01-06,10,6757,59.1
2006-01-06,11,6941,62.38
2006-01-06,12,7040,70.72
2006-01-06,13,7003,95.33
2006-01-06,14,6945,69.77
2006-01-06,15,6890,61.96
2006-01-06,16,6861,60.84
2006-01-06,17,6949,57.05
2006-01-06,18,7326,67.97
2006-01-06,19,7352,102.02
2006-01-06,20,7107,69.21
2006-01-06,21,6944,61.58
2006-01-06,22,6700,58.42
2006-01-06,23,6321,62.3
2006-01-06,24,5844,52.67
2006-01-07,1,5442,58.05
2006-01-07,2,5192,52.42
2006-01-07,3,5045,50.28
2006-01-07,4,4894,48.62
2006-01-07,5,4844,48.0
2006-01-07,6,4881,48.57
2006-01-07,7,5096,47.35
2006-01-07,8,5354,48.9
2006-01-07,9,5596,49.57
2006-01-07,10,5898,52.79
2006-01-07,11,6058,57.91
2006-01-07,12,6202,59.86
2006-01-07,13,6217,51.12
2006-01-07,14,6169,50.53
2006-01-07,15,6112,50.13
2006-01-07,16,6072,55.65
2006-01-07,17,6193,53.03
2006-01-07,18,6578,75.25
2006-01-07,19,6572,76.0
2006-01-07,20,6352,65.79
2006-01-07,21,6162,65.48
2006-01-07,22,5961,55.58
2006-01-07,23,5688,49.4
2006-01-07,24,5363,46.29
2006-01-08,1,5019,43.15
2006-01-08,2,4793,47.04
2006-01-08,3,4627,40.5
2006-01-08,4,4512,37.71
2006-01-08,5,4484,24.79
2006-01-08,6,4524,33.06
2006-01-08,7,4621,34.27
2006-01-08,8,4787,32.9
2006-01-08,9,4940,39.3
2006-01-08,10,5177,44.11
2006-01-08,11,5348,49.34
2006-01-08,12,5511,49.24
2006-01-08,13,5586,49.1
2006-01-08,14,5632,45.89
2006-01-08,15,5645,37.39
2006-01-08,16,5681,39.63
2006-01-08,17,5886,47.12
2006-01-08,18,6376,63.17
2006-01-08,19,6416,75.06
2006-01-08,20,6265,55.93
2006-01-08,21,6132,52.2
2006-01-08,22,5928,57.38
2006-01-08,23,5629,49.91
2006-01-08,24,5264,29.39
2006-01-09,1,4952,34.64
2006-01-09,2,4768,30.94
2006-01-09,3,4679,31.8
2006-01-09,4,4644,30.3
2006-01-09,5,4682,29.89
2006-01-09,6,4935,32.57
2006-01-09,7,5453,45.55
2006-01-09,8,6212,63.82
2006-01-09,9,6537,66.43
2006-01-09,10,6630,51.5
2006-01-09,11,6728,50.93
2006-01-09,12,6769,50.59
2006-01-09,13,6806,54.85
2006-01-09,14,6839,53.35
2006-01-09,15,6816,50.35
2006-01-09,16,6794,49.65
2006-01-09,17,6924,58.08
2006-01-09,18,7277,63.46
2006-01-09,19,7300,59.76
2006-01-09,20,7107,60.72
2006-01-09,21,6873,55.13
2006-01-09,22,6610,51.93
2006-01-09,23,6165,46.43
2006-01-09,24,5624,38.2
2006-01-10,1,5215,33.5
2006-01-10,2,5002,32.52
2006-01-10,3,4867,29.98
2006-01-10,4,4817,13.36
2006-01-10,5,4820,15.9
2006-01-10,6,5013,31.84
2006-01-10,7,5570,48.55
2006-01-10,8,6335,66.16
2006-01-10,9,6595,71.0
2006-01-10,10,6662,53.85
2006-01-10,11,6709,56.06
2006-01-10,12,6722,53.14
2006-01-10,13,6674,52.03
2006-01-10,14,6642,50.63
2006-01-10,15,6626,48.35
2006-01-10,16,6683,49.66
2006-01-10,17,6859,51.88
2006-01-10,18,7239,67.87
2006-01-10,19,7263,80.39
2006-01-10,20,7046,60.45
2006-01-10,21,6845,51.32
2006-01-10,22,6571,50.78
2006-01-10,23,6111,49.14
2006-01-10,24,5604,41.61
2006-01-11,1,5190,43.0
2006-01-11,2,4962,43.85
2006-01-11,3,4840,37.56
2006-01-11,4,4784,35.62
2006-01-11,5,4820,36.44
2006-01-11,6,5015,37.95
2006-01-11,7,5554,45.2
2006-01-11,8,6294,49.93
2006-01-11,9,6545,49.66
2006-01-11,10,6655,50.37
2006-01-11,11,6752,59.41
2006-01-11,12,6799,54.16
2006-01-11,13,6699,57.14
2006-01-11,14,6672,50.89
2006-01-11,15,6640,48.77
2006-01-11,16,6734,47.99
2006-01-11,17,6902,54.62
2006-01-11,18,7132,83.97
2006-01-11,19,7095,73.53
2006-01-11,20,6913,64.97
2006-01-11,21,6734,50.45
2006-01-11,22,6429,50.54
2006-01-11,23,6003,47.58
2006-01-11,24,5467,44.75
2006-01-12,1,5102,42.95
2006-01-12,2,4887,40.75
2006-01-12,3,4757,31.71
2006-01-12,4,4713,31.63
2006-01-12,5,4724,32.99
2006-01-12,6,4916,34.74
2006-01-12,7,5442,46.9
2006-01-12,8,6199,64.79
2006-01-12,9,6505,71.82
2006-01-12,10,6590,72.34
2006-01-12,11,6670,66.52
2006-01-12,12,6697,50.47
2006-01-12,13,6603,49.17
2006-01-12,14,6544,50.04
2006-01-12,15,6450,49.23
2006-01-12,16,6496,47.99
2006-01-12,17,6603,50.12
2006-01-12,18,6983,56.68
2006-01-12,19,7054,60.84
2006-01-12,20,6896,65.16
2006-01-12,21,6695,65.59
2006-01-12,22,6400,60.72
2006-01-12,23,5970,52.57
2006-01-12,24,5483,47.8
2006-01-13,1,5075,42.14
2006-01-13,2,4855,35.51
2006-01-13,3,4727,34.21
2006-01-13,4,4658,32.8
2006-01-13,5,4688,38.75
2006-01-13,6,4902,37.99
2006-01-13,7,5413,49.09
2006-01-13,8,6151,56.18
2006-01-13,9,6449,49.93
2006-01-13,10,6583,48.18
2006-01-13,11,6696,56.69
2006-01-13,12,6728,61.55
2006-01-13,13,6693,60.63
2006-01-13,14,6625,68.7
2006-01-13,15,6567,58.79
2006-01-13,16,6546,50.53
2006-01-13,17,6665,58.84
2006-01-13,18,6918,55.69
2006-01-13,19,6842,55.55
2006-01-13,20,6611,50.64
2006-01-13,21,6406,49.77
2006-01-13,22,6148,48.3
2006-01-13,23,5765,43.44
2006-01-13,24,5284,45.15
2006-01-14,1,4884,44.86
2006-01-14,2,4657,39.95
2006-01-14,3,4513,35.49
2006-01-14,4,4435,40.78
2006-01-14,5,4403,39.14
2006-01-14,6,4485,41.69
2006-01-14,7,4735,29.84
2006-01-14,8,5077,47.86
2006-01-14,9,5431,49.57
2006-01-14,10,5758,53.2
2006-01-14,11,6033,73.58
2006-01-14,12,6120,99.3
2006-01-14,13,6116,74.52
2006-01-14,14,6043,64.0
2006-01-14,15,5932,49.89
2006-01-14,16,5880,50.01
2006-01-14,17,5976,49.13
2006-01-14,18,6431,55.2
2006-01-14,19,6531,59.95
2006-01-14,20,6386,60.71
2006-01-14,21,6198,65.98
2006-01-14,22,6001,57.71
2006-01-14,23,5777,56.35
2006-01-14,24,5442,54.32
2006-01-15,1,5146,51.57
2006-01-15,2,4956,50.64
2006-01-15,3,4816,48.64
2006-01-15,4,4739,48.61
2006-01-15,5,4705,49.03
2006-01-15,6,4771,50.55
2006-01-15,7,4895,50.52
2006-01-15,8,5114,49.46
2006-01-15,9,5306,49.59
2006-01-15,10,5594,58.63
2006-01-15,11,5831,66.07
2006-01-15,12,5987,62.47
2006-01-15,13,6055,71.86
2006-01-15,14,6004,95.38
2006-01-15,15,5959,72.07
2006-01-15,16,5957,52.85
2006-01-15,17,6130,68.48
2006-01-15,18,6649,106.38
2006-01-15,19,6781,122.29
2006-01-15,20,6674,126.08
2006-01-15,21,6541,127.21
2006-01-15,22,6362,101.99
2006-01-15,23,6056,78.85
2006-01-15,24,5688,92.2
2006-01-16,1,5379,62.39
2006-01-16,2,5233,52.7
2006-01-16,3,5135,54.95
2006-01-16,4,5106,50.76
2006-01-16,5,5163,57.65
2006-01-16,6,5387,49.87
2006-01-16,7,5952,69.32
2006-01-16,8,6748,109.93
2006-01-16,9,7052,114.44
2006-01-16,10,7186,115.43
2006-01-16,11,7292,113.37
2006-01-16,12,7299,82.82
2006-01-16,13,7251,75.28
2006-01-16,14,7213,81.15
2006-01-16,15,7128,115.46
2006-01-16,16,7121,109.84
2006-01-16,17,7303,146.85
2006-01-16,18,7635,126.89
2006-01-16,19,7682,130.91
2006-01-16,20,7478,124.7
2006-01-16,21,7287,117.35
2006-01-16,22,6993,97.44
2006-01-16,23,6528,69.23
2006-01-16,24,6024,63.33
2006-01-17,1,5604,66.47
2006-01-17,2,5398,60.53
2006-01-17,3,5263,65.79
2006-01-17,4,5217,64.25
2006-01-17,5,5242,107.84
2006-01-17,6,5449,68.27
2006-01-17,7,5960,51.12
2006-01-17,8,6718,111.54
2006-01-17,9,6965,118.36
2006-01-17,10,7067,58.15
2006-01-17,11,7188,74.03
2006-01-17,12,7235,59.78
2006-01-17,13,7241,104.36
2006-01-17,14,7293,111.75
2006-01-17,15,7294,124.63
2006-01-17,16,7367,117.35
2006-01-17,17,7555,150.49
2006-01-17,18,7778,159.61
2006-01-17,19,7728,156.41
2006-01-17,20,7494,72.77
2006-01-17,21,7235,90.25
2006-01-17,22,6887,75.59
2006-01-17,23,6392,54.73
2006-01-17,24,5843,48.95
2006-01-18,1,5405,50.34
2006-01-18,2,5160,47.76
2006-01-18,3,5023,46.7
2006-01-18,4,4952,46.49
2006-01-18,5,4965,46.59
2006-01-18,6,5135,47.21
2006-01-18,7,5688,49.26
2006-01-18,8,6434,63.69
2006-01-18,9,6767,108.91
2006-01-18,10,6938,91.78
2006-01-18,11,7084,76.75
2006-01-18,12,7167,53.98
2006-01-18,13,7154,57.3
2006-01-18,14,7123,54.65
2006-01-18,15,7057,56.02
2006-01-18,16,7101,49.81
2006-01-18,17,7274,53.4
2006-01-18,18,7531,56.79
2006-01-18,19,7520,56.88
2006-01-18,20,7304,57.25
2006-01-18,21,7157,57.58
2006-01-18,22,6881,56.24
